File: ,C:\Users\Johns\OneDrive\Pictures\Documents\FLIR\6 volt area trial.jpg

Bx1

Frame 1,305.975,304.959,305.752,305.488,305.554,305.988,305.197,305.817,305.62,305.738,305.752,305.633,305.923,305.62,305.87,305.686,305.804,306.054,305.488,305.857,305.646,305.62,305.382,305.725,305.791,305.567,305.672,305.527,305.554,306.199,306.996,307.283,307.14,307.426
,306.317,305.567,306.172,306.356,306.146,306.225,306.225,306.526,306.277,306.565,306.277,306.631,306.775,306.474,306.814,306.487,306.918,306.748,306.395,307.035,306.578,306.892,306.631,306.461,307.035,306.801,306.983,306.696,306.578,306.879,307.4,307.517,307.621,307.478
,307.218,306.866,307.893,307.374,308.009,307.957,308.087,308.087,307.88,308.009,308.125,308.177,308.358,308.074,308.216,308.229,308.448,308.474,308.577,308.435,308.37,308.319,308.151,308.048,308.177,308.164,307.996,307.996,307.944,307.88,307.802,307.543,307.75,307.724
,307.931,307.957,308.512,308.769,308.911,308.821,308.872,308.808,308.898,308.808,308.872,308.924,308.911,308.885,308.821,308.782,308.962,308.795,308.911,308.936,308.872,309.026,308.628,308.872,308.641,308.589,308.486,308.448,308.37,308.048,308.112,307.931,307.906,307.957
,308.332,308.615,308.821,309.077,309.077,309.142,309.065,309.206,309.09,309.27,309.193,309.206,309.244,309.308,309.18,309.321,309.282,309.27,309.257,309.077,309.142,309.065,308.924,309.052,308.847,308.782,308.718,308.769,308.551,308.242,308.345,308.203,307.893,308.19
,308.538,308.769,309.257,309.346,309.193,309.295,309.346,309.551,309.385,309.334,309.461,309.602,309.513,309.487,309.461,309.346,309.474,309.449,309.474,309.385,309.295,309.372,309.218,309.142,309.142,309.206,309.129,308.808,308.808,308.525,308.474,308.551,308.358,308.216
,308.744,309.103,309.27,309.717,309.372,309.691,309.704,309.513,309.564,309.678,309.78,309.742,309.589,309.436,309.653,309.602,309.666,309.64,309.704,309.615,309.551,309.398,309.346,309.525,309.359,309.308,309.193,309.065,308.795,308.885,308.769,308.68,308.602,308.667
,309.09,309.449,309.691,309.564,309.882,309.768,309.755,309.831,309.87,309.908,310.022,309.997,310.111,309.87,309.844,309.857,309.844,309.844,309.717,309.831,309.78,309.653,309.615,309.589,309.513,309.666,309.423,309.525,309.359,309.129,308.924,308.949,308.949,308.68
,309.334,309.666,309.793,310.061,309.997,309.882,310.099,310.137,310.061,309.984,310.111,310.15,310.15,310.035,310.226,310.327,309.997,310.022,310.086,310.048,310.048,309.959,309.806,309.717,309.78,309.742,309.627,309.704,309.538,309.295,309.077,309.154,309.231,309.18
,309.64,310.01,310.048,309.997,310.289,310.251,310.327,310.238,310.454,310.403,310.277,310.175,310.53,310.454,310.479,310.188,310.238,310.327,310.2,310.454,310.111,310.365,310.073,310.099,310.15,310.111,309.806,309.857,309.691,309.334,309.551,309.41,309.295,309.295
,309.831,310.111,310.15,310.391,310.619,310.568,310.695,310.581,310.632,310.594,310.644,310.669,310.53,310.644,310.695,310.745,310.657,310.543,310.594,310.606,310.669,310.441,310.403,310.2,310.251,310.264,310.226,310.137,310.061,309.819,309.793,309.589,309.653,309.564
,310.15,310.492,310.619,310.733,310.973,310.847,310.973,311.049,311.023,310.897,310.948,310.872,310.973,310.948,310.783,310.821,310.922,311.011,311.149,310.796,310.745,310.72,310.644,310.518,310.632,310.454,310.695,310.315,310.213,310.048,309.933,309.87,310.048,309.768
,310.454,310.733,310.821,310.935,311.036,311.036,311.124,311.225,311.175,311.124,311.275,311.301,311.162,311.074,311.124,311.149,311.112,311.137,311.187,310.985,311.225,311.187,311.124,310.821,310.922,310.657,310.809,310.859,310.543,310.289,310.277,310.518,310.073,310.15
,310.859,310.998,311.074,311.225,311.439,311.477,311.275,311.477,311.263,311.338,311.401,311.552,311.2,311.376,311.489,311.678,311.477,311.376,311.565,311.414,311.477,311.54,311.175,311.049,311.313,311.212,311.086,311.036,310.847,310.733,310.669,310.644,310.568,310.467
,310.998,311.351,311.565,311.527,311.577,311.891,311.753,311.653,311.766,311.816,311.803,311.766,311.828,311.653,311.552,311.602,311.514,311.853,311.665,311.816,311.791,311.728,311.602,311.514,311.452,311.225,311.527,311.25,310.998,310.998,310.847,310.834,310.922,310.669
,311.313,311.577,311.766,311.966,311.891,311.941,311.954,312.104,311.904,312.167,312.041,312.154,312.004,312.029,312.054,312.167,312.216,312.029,312.129,312.091,312.079,311.941,311.841,311.916,311.853,311.728,311.69,311.577,311.552,311.464,311.351,311.313,311.2,311.074
,311.703,312.004,312.129,312.191,312.366,312.454,312.366,312.191,312.341,312.179,312.391,312.504,312.354,312.316,312.229,312.391,312.416,312.454,312.366,312.304,312.204,312.504,312.429,312.254,312.291,312.242,312.054,312.016,311.703,311.678,311.828,311.678,311.489,311.389
,312.341,312.279,312.254,312.603,312.616,312.628,312.566,312.566,312.603,312.803,312.84,312.753,312.927,312.977,312.666,312.765,312.915,312.753,312.815,312.89,312.74,312.753,312.74,312.641,312.703,312.603,312.579,312.466,312.191,312.091,312.016,312.079,311.941,312.029
,312.678,312.628,312.778,312.765,313.175,312.964,313.225,313.213,313.138,313.213,313.175,313.213,313.275,313.2,313.113,313.151,313.188,313.262,313.089,313.299,313.324,313.25,313.188,312.964,313.026,312.865,313.014,312.865,312.628,312.466,312.242,312.354,312.329,312.329
,312.902,313.039,313.262,313.349,313.535,313.436,313.547,313.485,313.473,313.436,313.386,313.51,313.461,313.584,313.349,313.646,313.535,313.621,313.597,313.893,313.695,313.473,313.683,313.436,313.535,313.287,313.275,313.262,313.25,312.828,312.803,312.89,312.84,312.653
,313.312,313.51,313.473,313.646,313.856,313.918,313.905,313.868,313.893,313.807,313.844,313.794,313.942,313.77,313.794,313.93,314.115,314.127,314.177,313.992,314.041,313.831,314.029,313.992,313.93,313.942,313.695,313.522,313.547,313.324,313.386,313.262,313.324,313.237
,313.51,313.733,314.016,314.287,314.127,314.201,314.152,314.041,314.09,314.177,314.349,314.263,314.25,314.349,314.275,314.189,314.312,314.275,314.373,314.582,314.619,314.287,314.238,314.3,314.25,314.213,314.263,314.066,313.992,313.621,313.807,313.819,313.522,313.461
,314.066,314.226,314.533,314.459,314.484,314.668,314.521,314.607,314.619,314.656,314.447,314.705,314.459,314.631,314.68,314.435,314.876,314.791,314.95,314.852,314.717,314.594,314.827,314.545,314.815,314.631,314.619,314.558,314.386,314.177,313.955,314.164,314.053,314.004
,314.398,314.693,314.643,314.913,315.121,315.072,314.889,314.766,314.864,314.925,314.962,314.815,315.06,315.06,314.987,315.158,315.182,314.913,315.035,315.231,315.145,315.207,314.925,315.035,314.95,314.901,314.974,314.852,314.668,314.643,314.484,314.447,314.398,314.484
,314.766,314.889,315.072,315.109,315.316,315.243,315.316,315.402,315.329,315.158,315.475,315.548,315.377,315.438,315.426,315.499,315.475,315.499,315.487,315.451,315.463,315.621,315.377,315.451,315.243,315.402,315.329,315.243,315.121,315.048,315.023,314.913,314.815,314.852
,315.414,315.377,315.377,315.609,315.536,315.609,315.767,315.694,315.828,315.864,315.828,315.816,315.889,316.083,315.986,315.864,315.731,315.779,316.059,315.901,315.962,315.937,316.107,316.034,315.925,315.877,316.034,315.719,315.597,315.512,315.28,315.316,315.39,315.28
,315.402,315.864,315.889,316.01,316.095,316.144,316.216,316.204,316.18,316.095,316.228,316.277,316.228,316.422,316.434,316.434,316.471,316.313,316.422,316.483,316.495,316.483,316.458,316.337,316.362,316.289,316.495,316.386,315.986,315.949,315.889,315.84,315.828,315.706
,316.083,316.277,316.434,316.495,316.483,316.604,316.591,316.676,316.676,316.64,316.676,316.652,316.7,316.809,316.857,316.797,316.821,316.845,316.905,316.845,316.905,317.038,316.941,316.809,316.724,316.797,316.966,316.616,316.507,316.386,316.337,316.386,316.277,316.156
,316.579,316.712,316.724,317.074,317.038,317.026,317.17,317.098,317.17,317.122,316.978,317.002,317.387,317.194,317.122,317.134,317.327,317.399,317.399,317.303,317.447,317.471,317.495,317.339,317.254,317.267,317.134,317.122,316.869,316.99,316.652,316.7,316.736,316.628
,317.086,317.146,317.399,317.315,317.471,317.399,317.375,317.375,317.447,317.483,317.447,317.375,317.519,317.591,317.711,317.675,317.818,317.83,317.747,317.603,317.854,317.687,317.663,317.89,317.842,317.735,317.759,317.747,317.759,317.351,317.375,317.23,317.134,317.122
,317.387,317.723,317.842,317.89,317.962,318.046,317.926,317.782,317.818,317.974,318.034,317.986,318.177,318.094,318.129,318.129,318.105,318.213,318.094,318.129,318.273,318.261,318.273,318.237,318.153,318.082,318.177,318.082,318.141,317.806,317.782,317.962,317.639,317.711
,318.153,318.285,318.428,318.571,318.606,318.296,318.38,318.392,318.368,318.332,318.523,318.487,318.38,318.511,318.701,318.618,318.392,318.737,318.713,318.892,318.737,318.892,318.69,318.713,318.547,318.737,318.785,318.844,318.701,318.392,318.261,318.296,318.356,318.237
,318.773,318.773,318.904,318.868,319.022,318.915,318.725,318.963,318.939,318.987,319.105,319.093,318.975,319.224,318.987,319.2,319.153,319.034,319.449,319.153,319.378,319.65,319.259,319.33,319.319,319.366,319.437,319.259,319.165,319.01,318.987,318.856,318.856,318.832
,319.247,319.39,319.401,319.437,319.52,319.52,319.39,319.591,319.425,319.626,319.673,319.602,319.39,319.744,319.838,319.602,319.85,319.933,319.838,319.98,320.039,319.803,320.015,319.968,320.051,319.945,320.062,319.732,319.756,319.838,319.602,319.472,319.508,319.401
,319.732,319.909,319.921,320.18,320.168,320.062,320.098,320.062,319.956,320.215,320.133,320.086,320.156,320.121,320.333,320.321,320.345,320.156,320.521,320.521,320.309,320.497,320.79,320.638,320.392,320.532,320.673,320.521,320.392,320.086,320.274,320.204,319.909,320.215
,320.368,320.579,320.521,320.802,320.755,320.755,320.556,320.603,320.685,320.509,320.825,320.673,320.825,320.931,320.837,320.919,321.001,321.106,321.083,321.2,321.211,321.165,321.188,321.468,321.328,321.258,321.316,321.223,321.375,321.001,320.802,320.931,320.884,320.954
,320.896,321.211,321.211,321.538,321.34,321.235,321.281,321.305,321.363,321.27,321.351,321.596,321.619,321.281,321.712,321.619,321.631,321.701,321.84,321.736,321.933,322.014,321.933,322.049,322.096,321.968,322.165,322.154,322.049,321.538,321.514,321.584,321.771,321.584
,321.608,321.782,321.887,321.794,321.875,321.805,321.724,321.887,321.782,321.887,321.956,321.887,321.991,322.084,322.072,322.327,322.212,322.327,322.385,322.466,322.513,322.582,322.698,322.721,322.732,322.524,322.824,322.721,322.698,322.455,322.409,322.339,322.351,322.339
,322.385,322.594,322.628,322.651,322.605,322.316,322.64,322.744,322.628,322.848,322.432,322.744,322.778,322.986,322.871,322.824,322.974,323.021,322.963,323.228,323.458,323.262,323.205,323.147,323.412,323.32,323.504,323.366,323.251,323.32,323.274,323.113,323.182,323.17
,323.044,323.182,323.32,323.354,323.124,323.331,323.285,323.228,323.17,323.193,323.285,323.469,323.504,323.63,323.595,323.825,323.756,323.916,323.916,324.134,324.214,324.134,324.054,324.054,324.339,324.134,324.259,324.145,324.294,324.373,324.134,323.962,324.134,324.054
,323.802,324.076,323.882,323.974,323.928,323.744,323.916,324.019,323.813,323.928,324.042,324.019,324.054,324.294,324.191,324.465,324.59,324.59,324.544,324.647,324.795,324.988,325.045,324.863,325.034,325.159,325.193,325.193,324.965,324.943,324.977,324.943,325.113,324.886
,324.305,324.681,324.829,324.954,324.693,324.704,324.658,324.522,324.385,324.749,324.795,324.943,324.977,325.034,325.113,324.92,325.193,325.238,325.623,325.431,325.51,325.759,325.679,325.849,325.883,325.973,325.871,326.018,326.063,326.075,325.894,325.781,326.029,325.815
,325.193,325.408,325.589,325.623,325.442,325.442,325.431,325.578,325.317,325.408,325.431,325.6,325.77,325.838,325.871,325.962,325.95,326.018,326.21,326.311,326.412,326.716,326.513,326.536,326.659,326.884,326.772,326.884,326.895,326.929,326.817,326.951,327.029,326.962
,326.266,326.21,326.142,326.311,326.412,326.345,326.108,326.153,326.345,326.311,326.356,326.525,326.581,326.648,326.446,326.693,326.794,326.817,327.253,327.231,327.331,327.477,327.432,327.633,327.789,327.811,327.822,328.189,327.878,327.934,327.889,327.978,328.123,328.056
,327.186,327.164,327.208,327.153,326.985,327.197,327.13,326.996,327.041,327.298,327.276,327.331,327.432,327.555,327.499,327.778,327.878,327.922,328.289,328.2,328.433,328.522,328.699,328.566,328.677,328.81,329.141,329.075,329.02,328.931,328.92,328.976,329.086,329.13
,328.056,328.3,328.189,328.167,328.067,327.978,327.956,328.111,328.011,328.067,328.245,328.378,328.2,328.5,328.444,328.5,328.589,328.909,329.152,329.285,329.384,329.494,329.615,329.67,330.021,329.714,329.857,330.032,330.043,330.306,329.977,329.846,329.89,330.142
,329.24,329.097,329.229,329.494,329.152,329.229,329.141,329.152,329.218,329.218,329.119,329.152,329.428,329.483,329.549,329.725,330.01,330.054,330.361,330.284,330.503,330.656,330.863,331.048,330.972,331.038,331.103,331.255,331.103,331.114,330.787,330.809,330.732,330.918
,332.339,332.522,332.565,332.403,332.457,332.36,332.382,332.457,332.425,332.619,332.813,332.608,332.748,332.877,332.813,332.92,333.071,333.178,333.328,333.543,333.746,333.864,333.671,333.682,333.66,333.703,333.864,333.778,333.725,333.65,333.414,333.564,333.446,333.746,

