File: 	C:\Users\Johns\OneDrive\Pictures\Documents\FLIR\area photo.jpg														
															
Bx1															
															
Frame 1	331.863	329.263	331.971	330.918	330.601	331.82	330.492	331.668	331.429	331.928	331.885	331.69	332.133	332.144	332.22
	332.888	332.619	334.045	332.845	334.408	333.703	333.703	335.31	333.553	335.912	334.758	334.843	336.532	335.024	336.375
	337.86	337.035	338.68	338.265	338.887	339.197	338.98	339.475	339.434	339.64	339.989	339.763	340.071	339.948	339.907
	340.635	340.757	341.104	341.125	341.288	341.46	341.572	341.582	341.43	341.501	341.43	341.542	341.491	341.328	341.196
	341.684	341.958	342.029	342.08	342.272	342.393	342.221	342.343	342.393	342.353	342.363	342.221	342.181	342.161	342.1
	342.747	342.848	342.817	343.019	342.918	342.908	343.13	342.949	343.11	343.1	342.908	342.908	343.019	342.797	342.888
	343.301	343.522	343.682	343.482	343.692	343.622	343.793	343.873	343.793	343.542	343.823	343.702	343.883	343.763	343.642
	344.053	344.283	344.313	344.413	344.622	344.473	344.682	344.672	344.533	344.592	344.553	344.533	344.722	344.303	344.473
	344.612	345.021	345.021	345.001	345.041	345.428	345.309	345.18	345.259	345.239	345.319	345.239	345.378	345.12	345.041
	345.834	345.904	346.111	346.17	345.904	346.131	346.397	346.427	346.17	346.309	346.348	346.18	346.22	346.161	345.963
	346.565	346.536	346.595	346.998	347.018	347.145	347.273	347.057	347.136	347.371	347.214	347.086	347.302	347.096	346.831
	347.567	347.596	347.743	347.724	347.861	348.066	347.958	348.027	347.958	347.997	348.095	347.968	348.232	347.929	347.978
	348.271	348.319	348.514	348.66	348.68	348.787	348.758	348.826	348.971	348.923	348.864	349.039	348.962	348.835	348.777
	349.078	349.35	349.65	349.64	349.572	349.959	349.882	349.717	349.688	350.007	349.891	349.872	349.814	349.679	349.901
	350.21	350.325	350.537	350.595	350.787	350.681	350.854	350.854	350.729	350.912	350.864	350.701	350.873	350.624	350.777
	351.2	351.315	351.449	351.506	351.793	351.754	351.678	351.754	351.659	351.869	351.802	351.898	351.85	351.802	351.735
	351.993	352.289	352.631	352.612	352.707	352.992	353.077	352.821	353.001	353.039	352.973	352.897	353.124	352.745	352.84
	353.399	353.531	353.399	353.749	354.022	354.069	354.088	354.06	354.126	354.229	354.173	354.013	354.352	353.966	354.05
	354.549	354.653	354.84	355.047	355.178	355.402	355.384	355.412	355.29	355.496	355.374	355.365	355.384	355.374	355.468
	355.935	356	355.916	355.916	356.363	356.307	356.363	356.725	356.837	356.92	356.734	356.79	356.799	356.762	356.725
	357.013	357.059	357.281	357.29	357.272	357.429	357.383	357.789	357.826	358.158	358.149	358.121	358.029	357.872	358.093
	357.964	358.342	358.342	358.397	358.507	358.526	358.801	358.92	359.003	359.534	359.36	359.451	359.524	358.939	359.442
	359.214	359.579	359.698	359.689	359.835	359.862	360.126	360.154	360.236	360.608	360.408	360.654	360.317	360.39	360.454
	360.527	360.772	360.708	360.817	361.098	361.252	361.36	361.496	361.794	361.713	361.487	361.893	361.965	361.677	361.713
	361.83	361.992	362.307	362.559	362.649	362.694	362.838	362.784	362.873	362.99	363.017	363.08	363.232	363.053	363.053
	363.375	363.652	363.616	363.634	364.187	363.964	364.241	364.312	364.232	364.561	364.516	364.587	364.721	364.57	364.854
	364.827	365.005	365.155	365.297	365.465	365.58	365.774	365.933	365.898	365.942	366.171	366.092	366.145	366.136	366.224
	366.224	366.444	366.699	366.945	366.866	367.129	367.357	367.19	367.331	367.374	367.488	367.532	367.768	367.724	367.951
	367.777	368.23	368.161	368.474	368.274	368.648	368.874	368.761	368.926	369.291	369.247	369.351	369.308	369.447	369.464
	369.447	369.853	369.914	370.112	370.147	370.267	370.578	370.509	370.543	370.767	370.896	371.085	371.239	371.214	371.462
	371.428	371.625	371.436	371.805	371.685	372.198	372.428	372.343	372.488	372.513	372.956	372.837	372.658	373.007	373.194
	372.854	373.143	373.22	373.262	373.525	374.008	374.008	373.864	374.396	374.481	374.396	374.607	374.548	374.911	374.784
	374.869	374.902	375.172	375.432	375.491	375.6	375.768	376.027	376.111	376.295	376.27	376.521	376.387	376.654	376.83
	376.688	376.746	376.98	377.18	377.213	377.396	377.67	377.894	378.101	378.159	378.325	378.491	378.515	378.664	378.623
	378.697	378.887	378.838	379.118	379.234	379.472	379.752	379.727	380.187	379.974	380.228	380.679	380.654	380.622	380.826
	380.515	380.638	380.99	381.226	381.186	381.406	381.699	381.805	382.309	382.26	382.406	382.512	382.779	382.998	383.014
	382.836	382.504	382.957	383.119	383.281	383.499	383.572	383.878	384.144	384.24	384.53	384.65	384.827	385.163	385.187
	384.754	384.979	385.219	385.387	385.379	385.691	385.899	386.425	386.417	386.632	386.894	387.124	387.227	387.576	387.774
	386.95	386.997	387.449	387.695	387.94	388.295	388.122	388.556	388.91	389.028	389.115	389.445	389.562	389.923	389.915
	389.303	389.492	389.751	389.813	389.821	390.314	390.431	390.783	391.11	391.289	391.624	391.787	392.059	392.469	392.4
	391.422	391.934	391.919	392.338	392.438	392.763	392.91	393.165	393.574	393.836	394.228	394.427	394.742	394.941	395.155
	393.797	394.251	394.673	395.063	395.17	395.277	395.606	395.797	396.178	396.444	396.885	397.211	397.559	397.817	397.922
	396.535	396.794	397.158	397.37	397.62	397.938	398.096	398.473	398.827	399.188	399.654	399.999	400.335	400.798	400.948
	399.158	399.459	400.044	400.253	400.5	400.933	401.156	401.648	401.804	402.175	402.894	403.108	403.425	403.941	404.155
	402.049	402.494	402.945	403.381	403.566	403.698	404.081	404.647	405.241	405.431	406.104	406.461	406.643	407.638	407.551
	405.687	406.33	406.89	407.239	407.638	408.037	408.398	409.142	409.875	410.406	411.179	411.793	412.42	413.484	413.717
